,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
81,88525,44540,49466,9808,27342,28275,290,673,197,3214,5777,5421,2490,8309,1873,557,238,12709,29256,3168,4102,435,145,4581,575,3030,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,59274
82,68351,58975,57738,13450,31985,11908,593,2196,82,261,6388,4620,4049,778,2979,227,406,14200,15371,1190,3819,203,388,1928,590,3726,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,71188
83,66935,52967,27074,12063,19763,17073,428,2135,62,4023,7892,7328,1956,7634,2324,532,954,27057,18225,4861,3719,397,84,1786,326,1279,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,39137
84,50859,61733,36033,6339,52854,8011,26,265,7,2596,5016,5495,4036,215,615,528,406,9454,31021,1737,1859,591,237,1602,716,1834,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,42372
85,86109,53320,46082,13633,38881,16631,320,1392,96,175,6011,5137,4475,381,1390,704,997,12966,20052,2673,3977,837,101,4650,669,1713,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,59715
86,41530,65973,50076,10212,46957,34878,26,344,12,1863,5079,8462,3940,7532,1394,112,435,22540,25218,1041,8987,228,151,5087,649,622,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,60288
87,40757,43882,33653,13679,24395,19513,61,234,120,910,5580,7708,3463,5552,2732,672,183,6357,31664,3631,8488,933,273,5442,668,3527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,47332
88,76607,60540,40155,14613,58329,9678,1,1406,54,2138,8211,6279,2874,2157,4127,398,574,16836,9158,3610,5581,158,120,4965,558,2317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,54768
89,68048,40697,30277,16583,64742,32848,433,982,134,3137,8560,6690,2667,5213,4272,200,887,26446,26670,2017,8846,611,270,1618,379,1041,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,46860
90,64942,66238,31151,10010,61243,8088,122,1916,45,2315,7716,3583,2439,4016,4848,424,907,20885,24863,3866,709,639,76,2875,422,2973,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,41161
91,19551,59855,29074,16227,47172,21016,177,522,113,2828,6948,5530,2199,2927,5134,736,396,6989,22968,3811,7928,982,329,4706,483,2668,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,45301
92,31329,37411,27800,8870,55121,28745,226,999,85,5295,7875,3179,3995,1097,3571,542,896,21044,16840,3214,4190,101,392,5202,287,3683,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,36670
93,59477,59205,51949,6886,52165,23418,552,616,181,3085,5897,6195,2379,5161,903,760,457,20687,20287,4588,8421,768,155,2704,149,3515,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,58835
94,60496,41090,44196,10667,26782,12478,42,762,47,2787,5865,5202,2010,5321,2128,670,583,5244,10377,2635,4638,110,468,4766,598,2601,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,54863
95,28925,45321,28337,17017,28482,32838,50,1670,138,3117,5228,3063,1462,7535,3602,245,842,10927,12446,2541,5524,406,275,4466,800,1607,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,45354
96,28142,57173,25984,10009,27268,7808,47,169,199,608,4123,5231,2526,7546,4481,519,618,15923,14127,4182,8166,734,156,2158,545,1775,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,35993
97,16077,64111,32000,8411,31415,7790,491,380,112,4935,9142,4610,3920,672,2345,202,364,22813,9987,4391,7784,181,192,1411,584,3330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,40411
98,81739,37677,44259,6448,25172,21310,307,1911,30,404,5439,8297,3596,2400,2583,368,949,19946,15025,3763,5508,957,167,3963,591,1032,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,50707
99,14908,65401,25805,9281,31180,31943,312,1767,60,1978,4392,2627,4420,6983,949,338,613,14054,11317,2532,1747,147,186,1778,166,3102,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,35086
100,83562,36095,18270,17874,56846,9952,659,848,83,3717,5075,4445,3582,5028,3463,380,939,4404,17912,1562,3731,648,210,3442,402,625,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,36144
101,62440,48263,56908,6792,29548,13373,400,2016,108,2487,4569,5884,1260,4915,3471,385,147,14208,14449,3646,3691,122,463,2198,535,2142,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,63700
102,22098,48997,31779,10131,57885,29135,317,2297,179,2795,8347,4999,4512,5758,2597,375,662,20171,15210,363,1776,985,189,3266,701,3604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,41910
103,41122,40886,46608,8995,33101,17902,557,982,10,457,9098,3165,2679,6989,5523,530,456,5563,24999,3489,7111,316,388,1860,152,2537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,55603
104,89912,47453,41332,9839,54069,24610,54,523,159,144,4963,5606,3550,4794,2507,118,317,9796,26541,4589,905,543,477,1245,714,3236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,51171
105,24720,67308,25314,7537,58231,13542,318,1822,146,2663,4005,3748,2017,3485,225,291,445,22733,22129,723,3823,507,75,2556,534,841,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,32851
106,49622,42100,25176,17401,48037,30818,319,1992,146,4832,5645,7031,1637,2616,88,655,949,12304,18273,3951,1081,647,306,5468,403,3725,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,42577
107,54234,45116,25438,6024,39364,35319,216,2455,81,279,8923,2269,2748,2499,4287,592,845,21540,25621,3066,848,398,167,1712,235,1408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,31462
108,43006,62086,43093,14331,66196,8275,197,1439,45,653,4816,8539,3526,332,1197,505,110,15950,26038,4233,4803,403,191,3710,808,1069,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,57424
109,18641,38073,45915,15365,31858,21316,81,999,50,3655,8988,3803,1768,6711,5051,176,565,27069,31130,4214,3532,438,150,1478,213,3244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,61280
110,16735,67555,37087,16813,39295,11579,77,1243,18,638,3458,8581,3389,344,5097,456,954,8746,26687,2936,6534,268,114,2299,790,1172,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,53900
111,44147,52874,46004,7674,38402,18824,308,2348,4,3889,5344,3885,2335,6505,3643,393,473,8842,23979,2158,6781,805,458,4586,545,2978,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,53678
112,29438,69663,20577,16254,40955,25134,165,1068,176,1330,4644,6523,3683,7035,4192,194,70,19046,28751,1421,1463,285,84,3213,549,715,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,36831
113,86600,57765,17623,11720,42780,17607,721,705,74,2970,8365,6783,4181,7092,107,711,918,21519,17795,811,1852,830,448,4388,168,1010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,29343
114,40581,40885,42348,6459,63870,32589,48,1040,157,3149,3621,7623,2044,6383,1038,742,162,15140,29614,3660,117,932,350,2125,460,2664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,48807
115,52119,52020,34672,8760,68298,20336,274,306,39,5165,4251,8427,1463,7703,3917,602,121,18051,24957,4467,2693,165,208,3311,229,2085,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,43432
116,86340,40739,48095,7540,53129,15103,19,470,21,4304,3707,4461,3398,4553,5294,593,937,24449,9280,458,2662,692,365,1590,690,2504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,55635
117,29562,52339,38049,13784,59822,20820,312,1415,36,507,4304,6062,4362,4659,695,237,366,16472,20102,2731,117,879,122,3011,409,2354,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,51833
118,30288,54312,41834,17571,37970,31458,156,886,27,3386,4772,4791,3083,982,1249,429,217,12106,26392,4493,5094,787,272,5052,209,2227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,59405
119,30584,45079,47302,8512,27230,19625,59,2120,39,2598,4488,2188,1630,1760,1963,381,279,26939,20942,1677,168,630,459,1867,784,2437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,55814
120,59049,50741,31454,6328,53720,24945,391,2066,45,3929,3724,3027,2175,7342,3331,686,683,23348,12511,290,6662,809,387,2627,486,2279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,37782
121,59593,55285,26763,14852,18144,19139,268,2163,76,4235,8878,2558,2915,2280,3066,741,311,6204,19911,4320,4130,201,65,3898,733,1191,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,41615
122,61455,54558,44567,6287,34462,10322,317,1234,142,5175,4114,8587,3818,1468,795,282,587,24803,27914,212,8107,128,319,5137,757,809,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,50854
123,89377,54605,43423,16501,50211,29383,466,964,75,966,4397,8493,4073,2424,4747,183,624,25953,30543,1093,5015,958,220,4451,572,3442,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,59924
124,84950,64954,37912,10266,22156,11901,285,135,196,2239,5542,4727,2487,3769,5568,240,748,10852,25375,719,8250,646,353,1670,521,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,48178
125,82724,68187,32312,11427,59998,18071,245,1105,27,4038,7813,3860,4105,5347,5130,476,929,15213,23008,576,8762,172,103,2919,690,2111,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,43739
126,59084,66658,45850,17102,52276,12863,207,2218,49,3435,7084,6416,3117,3746,5508,776,524,9218,21081,2793,1272,786,106,2543,391,747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,62952
127,48622,35558,14846,9959,37606,35528,716,795,171,3048,6825,7450,2872,7330,4168,547,866,14386,12232,3431,2230,193,471,1560,520,2309,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,24805
128,89278,55766,50143,14435,43813,15448,357,290,172,2888,4651,3223,1298,1844,4496,763,520,16119,9374,3592,8409,952,165,4513,395,3501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,64578
129,55413,56290,52727,12700,50744,33291,395,469,12,3133,5290,4614,1697,6172,969,462,137,6273,30563,2336,928,235,258,4942,824,2662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,65427
130,71016,58003,54525,7306,65621,12104,107,2466,110,5042,7876,8290,2032,3645,1421,576,77,8316,9101,3206,1639,948,294,4118,258,2843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,61831
131,49423,66280,19616,11652,31913,24269,113,1085,162,4956,5697,2222,3336,100,5384,127,678,18069,17176,936,2006,320,79,3800,191,1925,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,31268
132,41350,54474,27654,6018,56201,33562,607,1161,17,1388,8253,6312,3747,7139,2599,742,809,20595,19046,1490,6596,82,389,4654,355,1601,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,33672
133,35273,44169,39635,14972,38681,24257,528,1196,126,3224,6092,7360,3058,4964,4997,782,235,15067,30081,4388,4487,495,499,2143,653,2593,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,54607
134,46852,41255,43705,5983,28012,19428,105,2460,52,838,7648,4296,2201,5541,2430,611,886,21611,22073,1103,6654,675,375,1337,646,764,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,49688
135,84468,37237,47376,14228,32093,17495,286,1484,42,352,6531,4856,2899,5458,2632,282,355,25924,22603,1073,4702,192,487,1718,419,2103,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,61604
136,19919,69471,27729,7537,36201,35329,163,2034,123,4853,7401,7206,2436,7347,3824,607,969,25730,23132,756,5610,424,435,3344,451,963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35266
137,58099,55715,54108,15585,58925,8324,206,731,190,610,5449,2940,3985,297,3820,326,245,8162,18548,615,8588,447,498,2869,577,2263,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,69693
138,77008,57187,15746,6502,18338,16733,271,1454,27,2814,6579,8418,2535,2155,4122,134,770,24917,28190,1643,3517,856,372,3693,396,2961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,22248
139,27254,58871,57662,13896,29289,24297,377,1688,137,1339,5756,8443,3624,1458,3476,354,682,10539,10085,3669,5871,398,237,4489,652,1501,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,71558
140,42187,44843,36077,10162,24715,24848,172,833,123,5168,7353,4735,4383,7646,3048,238,286,22150,26120,3222,3102,601,365,5570,485,1019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,46239
141,33410,46973,41427,7133,64819,35179,675,424,133,1706,3620,8189,3584,371,2405,759,929,9146,12915,3384,1604,710,175,3076,774,1399,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,48560
142,26848,50436,52532,8706,31575,16663,423,857,140,74,8825,4015,3847,7075,5603,296,507,19971,20081,2297,3015,397,190,4357,282,2886,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,61238
143,72209,41560,37906,8247,47982,8384,18,706,93,634,5093,5826,1364,703,3946,573,742,10817,17856,2471,318,790,247,5180,729,3632,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,46153
144,88476,53635,46541,12583,32847,30073,113,946,160,305,5855,8663,4364,6804,292,554,998,11733,16093,3545,8376,377,158,4919,566,3115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,59124
145,12331,48589,57552,9183,33247,10065,454,1930,46,1962,4959,6492,4090,57,684,749,873,6012,16388,3571,7050,458,391,3328,185,3437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,66735
146,70483,45007,45879,7077,56953,8239,309,121,196,928,3434,7539,3869,6132,274,663,995,14770,22772,240,4358,217,90,3135,200,2444,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,52956
147,37778,62162,55597,13522,19805,15523,248,1335,133,5160,5480,3436,2763,1993,3162,533,524,20904,20651,44,696,269,467,5569,202,2402,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,69119
148,23102,48112,38478,13172,46360,20963,198,2244,97,4002,4385,6734,2657,7024,338,587,883,22435,31086,4789,998,973,480,3000,406,3074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,51650
149,74186,43799,50365,11268,41129,19595,253,250,47,142,8119,8092,3923,8458,4204,632,923,4867,27821,689,9127,969,458,4770,727,2852,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,61633
150,43864,42600,29896,15724,33327,31622,606,1173,42,2089,5945,6388,3354,6901,881,793,336,21024,31913,2764,7840,329,308,1374,430,3250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,45620
151,27684,46908,35904,10573,34347,11682,461,2162,91,2171,4788,5090,1850,5406,105,597,838,26598,16560,3149,7486,297,279,1746,313,1264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,46477
152,15107,65077,19193,10598,55988,35565,93,1296,13,821,6325,2917,3513,4234,1736,416,286,14592,32103,4278,5076,825,414,4945,278,2032,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,29791
153,42671,52693,28896,17442,65089,11825,172,2310,118,4714,6176,4907,1360,5022,2979,570,193,22897,21627,2692,9096,213,444,1545,271,2714,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,46338
154,81644,36643,54917,15589,60199,35069,53,1285,157,4240,6128,2853,3013,2511,5662,670,316,4293,21854,550,410,459,433,1932,455,1359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,70506
155,61529,63156,38811,11481,22533,24745,612,888,38,3376,8038,6395,1843,149,4655,759,507,6241,10114,3454,3464,538,371,3036,710,3351,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,50292
156,86453,52981,30430,10364,22804,27622,383,1878,3,1493,5808,3715,1366,2562,3048,234,876,14770,31358,3521,4487,653,96,5393,150,2802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,40794
157,70585,64588,16606,10071,26414,23684,165,450,15,218,7862,6793,2487,4598,1655,653,94,22186,21987,3645,4203,617,267,5644,175,3148,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,26677
158,52290,58903,34288,11626,18316,34284,166,883,26,2523,9147,5142,3229,2185,2890,389,835,25267,17604,3823,4873,449,205,4082,313,2594,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,45914
159,21575,47268,38897,7875,25843,26711,376,1125,52,3003,6575,3779,4074,6172,292,134,551,10245,30286,1641,2507,787,470,1374,495,2955,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,46772
160,21318,36470,16713,13231,63746,9383,76,1450,75,4859,5230,3837,2922,6005,3195,648,197,7376,10808,1653,974,431,487,2331,528,1994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,29944
161,23373,59893,20813,14474,40099,29139,223,2267,75,4515,3606,5839,3038,336,2514,352,195,21399,29811,2258,7310,416,485,4305,568,3516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,35287
162,87611,41806,22726,6574,18627,25990,335,1722,94,101,8683,7027,2342,2787,432,760,207,11737,15354,1811,5139,587,208,1727,222,2533,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,29300
163,62216,44743,55045,8924,61498,9307,459,744,180,671,3810,3491,2462,3616,4130,218,159,24166,25106,1561,8100,976,354,3416,555,1277,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,63969
