,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,Two Or More Races,Husband Wife Family Households,Single Guardian,Singles,Singles With Roommate,Households Without Kids,Households With Kids,Worked Full-time With Earnings,Worked Part-time With Earnings,No Earnings,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year
70,53268,10379,50610,10427,225,1731,73,2452,11722,14228,7190,6961,5012,18576,2928,13023,6670,9480,5883,6714,1662,1771,3717,120,905,15265,17273,293,3361,5314,141,490,9543,395,2611,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2016
71,33974,13072,67820,21846,89,687,96,3739,2988,10638,3274,6894,1961,15042,1240,35329,3862,19909,5688,2942,3408,8324,5230,253,469,14311,18691,2846,1392,1204,465,66,15119,566,722,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,2015
72,28268,15401,18363,14145,64,1434,4,4330,6655,8627,5606,7913,2354,15960,1163,12898,2843,36526,4708,7756,2588,520,4371,611,711,13643,8764,941,1586,5529,998,460,8937,306,1121,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,2018
73,51670,6038,20250,29747,83,2379,162,5082,11240,12796,2440,9765,4014,18968,3119,20103,6915,27371,7741,3129,3130,8396,3798,155,979,26250,30146,1116,2522,1473,135,425,18358,651,2402,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2018
74,22000,9995,52008,24457,729,2295,88,429,8400,10820,9165,4588,5431,15190,3461,33013,2557,34869,6211,8315,2015,7826,4137,754,246,8411,10451,2976,1295,1919,794,290,9850,433,1158,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,2018
75,42574,12230,45562,28251,141,1078,158,186,11292,5857,3561,8220,5297,20032,4409,22263,3776,30752,5607,7134,1133,6403,5047,734,495,12672,29139,3254,2636,1899,227,136,14167,795,626,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2017
76,30803,13894,28769,23373,347,2321,57,3519,4212,6945,3500,10645,5142,16696,3111,13619,7190,13710,7335,4086,2849,6867,2492,476,351,22988,14699,472,1683,1369,355,353,13618,745,3681,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,2015
77,33441,13380,55340,15383,502,2007,127,694,7576,12614,7603,4898,3592,9339,3841,22435,6966,34455,4619,4737,913,5240,828,172,74,3624,14404,4175,2345,4990,513,254,4669,655,3150,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,2014
78,44930,15310,43192,29475,20,622,53,307,5707,14698,5964,6861,5925,13756,3299,15637,6196,20329,7216,3866,3929,668,705,643,584,6684,17282,2968,4421,3191,601,472,11561,772,1084,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,2017
79,25089,14885,55966,31651,59,455,29,4739,12027,11894,8525,6786,3042,10512,3801,29301,7150,28545,4519,6428,2237,3336,4180,640,552,6258,17441,1194,1984,285,438,93,16154,545,1784,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2016
80,26780,16122,21584,32982,729,1562,157,1438,7137,7962,2641,5812,1775,8856,4238,22045,4051,25743,3758,2602,953,8409,1508,737,333,12975,12661,592,2346,1571,558,160,17189,240,2010,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,2018
81,48091,7731,22797,30397,62,2200,0,1393,4036,5686,4765,4026,2423,8656,2791,25558,3947,24289,4412,4549,1473,3780,775,324,653,23103,9306,351,3466,4511,796,437,15201,733,2015,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,2016
82,54168,6235,31070,18587,359,1174,158,949,4501,5151,8379,4460,4162,14731,3191,32464,5714,20265,4745,2288,4463,6301,2290,773,137,9113,9983,286,3399,6745,179,486,11021,395,2083,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,2015
83,37541,15545,48437,7587,663,698,107,4630,10079,10900,5433,10933,5404,24767,4159,16072,5469,24353,6054,8455,1133,7231,638,535,718,7967,16710,2095,3514,2889,272,190,17117,277,3330,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2014
84,18393,11858,48653,25625,406,1054,114,353,13701,10149,3762,5800,4941,10319,2882,9560,7263,38800,5168,4565,4319,2772,3823,159,570,4282,17228,3041,3123,240,382,246,8860,350,2638,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,2014
85,38137,7134,35033,31397,243,965,65,3345,4240,17002,8310,10758,5907,22921,2212,24122,3441,29742,4362,4123,201,714,5290,479,481,20727,11034,3573,1872,692,718,291,14536,693,3689,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,2016
86,54083,12401,26467,19301,463,1514,4,2834,5994,9161,7509,5779,2287,8109,3887,21061,5795,20087,3445,4460,3491,8258,2598,610,91,7236,17263,3893,2268,650,167,482,20101,785,2633,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,2017
87,28526,7620,64642,22658,460,166,35,2198,1450,11175,4338,4574,6087,10251,4198,24815,7770,15773,4190,5432,1071,6934,1550,610,415,24431,32134,538,4404,870,878,78,17718,537,2110,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,2014
88,33774,10218,36194,33136,228,1605,38,1080,2465,13273,3911,9938,1283,15555,2139,31067,2681,34612,7329,8388,3902,2775,2157,287,621,11574,15541,4212,4725,2229,814,174,12903,735,3650,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,2017
89,35662,14322,40514,31086,276,1225,160,5029,8499,12507,6858,12809,6076,19380,2428,14164,3377,28314,5967,3142,814,450,3283,608,618,21613,25383,1824,1575,9220,520,328,9987,609,675,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2015
90,39722,17336,22049,25801,64,953,20,1690,8543,9373,6527,6609,6106,9114,2544,11767,2650,15719,7107,4535,2005,5165,99,456,444,26344,24877,4272,4538,323,80,301,17461,786,3507,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,2018
91,23321,17198,27086,27445,486,172,157,5022,11318,11513,7777,8756,6311,24308,1090,22324,4770,24872,3690,7700,734,3839,3253,574,151,8351,8940,2247,4260,3191,580,250,6415,171,1167,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,2014
92,23729,7779,55942,20313,419,886,129,195,9956,4721,6229,12596,4481,21718,1108,10200,6550,25083,9032,4521,4176,6781,5367,317,165,25303,15177,1969,2924,1929,293,192,9698,766,912,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,2014
93,34946,12832,67360,22570,695,1837,118,42,1090,16673,8001,11351,3920,22128,2620,18434,4632,14663,3394,6419,650,1242,3136,134,100,21095,23837,2697,3329,6446,269,201,16992,678,3536,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,2018
94,40557,5894,20264,7873,156,202,91,3829,13217,14120,7530,7428,6213,16602,4010,30626,4418,8042,7128,4390,355,3979,11,217,153,18301,28753,2921,2676,5600,734,487,7967,393,3392,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2017
95,39086,7240,66844,30164,40,497,104,20,1885,6438,6614,11346,5433,17764,1075,26731,7023,17374,3750,6387,2401,1119,5636,535,269,26226,30727,4346,2509,8183,369,192,18542,393,590,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,2016
96,54603,9539,40453,34030,690,1044,157,4128,3144,14133,2647,12289,4570,24478,3024,19021,2551,13320,4073,6741,3991,6564,5441,260,971,16003,25852,2390,4112,3967,564,287,11829,409,1817,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,2018
97,49343,13856,50676,12461,482,2460,131,5196,13498,5755,8989,4336,5629,18285,2659,34876,4154,24734,7594,4901,2108,5031,5520,204,287,15988,16146,1363,4002,1768,928,74,7950,296,2606,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2018
98,37452,17849,33687,21495,641,485,32,2324,5816,14251,8703,4890,4118,11804,3643,9903,4743,14716,7243,3917,3617,5077,5628,732,665,23264,24293,643,3290,5468,742,85,18967,531,2072,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,2014
99,39120,11424,64536,19401,621,286,14,5173,5689,17100,3114,12903,3610,8362,3918,25965,3562,14681,3774,6152,685,3627,706,510,924,22403,20611,26,2009,1774,581,239,21185,228,3184,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,2015
100,19774,18076,55134,25685,252,1803,58,740,7222,9403,9150,6231,4337,19227,2531,23411,6166,9093,8435,7622,4539,3566,1454,564,287,18428,24882,2998,2712,9192,102,297,8781,717,2274,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,2016
101,56964,9140,64071,29575,27,2409,65,4199,2186,7043,7231,10244,3707,7936,2724,9216,3082,38657,7944,7627,4119,3486,1288,398,963,25830,20977,335,3645,3578,202,354,9408,501,3726,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,2014
102,15677,11084,37963,23910,372,702,2,1389,8067,9405,5608,4915,2178,13272,2069,17443,6938,12541,7679,3043,492,7467,2721,186,579,26434,26301,1654,4541,4104,624,166,14273,686,3791,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,2014
103,14944,8148,57752,25443,46,887,18,2017,9267,11537,5605,9755,4972,18228,3151,12124,3555,20050,7483,3689,4064,8032,4268,189,110,16476,24447,997,2334,5933,968,400,21282,321,2535,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,2015
104,40245,10762,64354,16861,252,675,192,1620,8208,17214,3733,7905,5618,21378,1126,33686,4570,12880,3815,2820,4570,2346,3289,483,215,23263,26157,943,3468,1852,378,296,5058,749,1628,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,2014
105,52156,5801,33678,14470,299,118,116,1200,2269,8705,8294,7141,3816,12687,2795,27941,4209,25263,8033,4558,4277,7964,782,583,396,9471,25519,2479,2556,5962,351,344,11996,156,2746,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,2018
106,47378,17653,45936,15747,287,1300,159,5317,13503,13685,6073,4665,4462,15400,2740,12700,4372,38760,7496,7839,3507,2038,1792,622,223,15659,9756,3080,2172,1090,218,322,8203,770,1126,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,2014
107,32599,16461,22425,17598,425,1509,1,2726,9751,9947,2224,12036,5131,20584,3472,14580,7296,23938,3632,6469,3398,849,4323,772,942,23585,27945,4723,4586,4335,89,389,18251,469,2527,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,2018
108,32203,7535,68258,14773,219,1347,71,5174,13945,5389,6078,7136,3313,22982,3809,13196,5834,28985,3849,4140,4469,3669,455,179,795,23833,30086,1504,3703,5559,980,326,15077,375,2917,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,2015
109,28478,12176,44640,30850,56,474,163,509,4910,15604,4816,10490,5509,24239,2129,26586,4146,36506,4878,5900,4336,7080,5154,776,582,21661,30172,3190,3552,2566,313,62,19807,532,587,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,2018
110,46322,9141,32406,23140,192,406,192,1363,5347,14748,3821,7882,2310,16145,2251,26285,7661,16369,8133,3685,3353,5857,2554,651,164,22455,23320,1293,2599,57,681,468,11000,375,2141,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,2016
111,26212,14816,53124,19650,621,1035,72,3620,14584,4911,2890,9003,5668,18479,1123,34346,4656,27425,6627,3389,1460,1290,69,718,522,21181,24591,389,4705,621,404,159,11612,267,686,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,2017
112,38612,13213,44029,10172,577,2267,196,5320,4119,5188,2935,7948,6039,12113,3818,16899,4639,10956,6871,6696,1410,5112,4678,766,71,21944,10968,95,1728,2174,625,459,19368,234,1582,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,2018
113,22896,5923,54483,34497,297,1935,26,3195,1391,9525,7767,4492,2122,9115,2723,30065,3789,10766,3983,2516,1847,145,5664,695,301,14566,11265,4138,2191,4793,411,479,19240,264,2966,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2015
114,15625,6903,65030,20071,725,2221,48,4496,12738,4948,9384,5728,4859,11746,3578,32871,6698,39555,7630,4614,1394,6445,2208,324,101,25178,17208,363,3588,9203,243,241,12651,210,2890,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,2018
115,37066,13030,31537,12837,379,932,157,1283,13972,9917,5094,11175,2550,18751,2757,24001,4465,14461,3722,7145,2399,2717,1207,143,67,17482,10970,1767,4361,8345,937,465,18224,230,3215,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,2018
116,20284,17089,24313,30250,458,230,28,3780,6967,7526,5717,4996,2233,13864,1256,17886,3506,10238,4978,5520,3709,6735,3063,741,71,8874,18660,4521,1271,6632,421,109,14816,783,3296,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,2016
117,14018,11024,41569,16355,526,1466,15,68,13109,11857,5147,9827,2484,22113,1865,17723,7890,20733,8376,3895,3253,7340,126,226,464,6022,16037,1592,2368,489,779,138,5257,419,2990,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,2016
118,29435,13683,44820,33312,631,1550,68,3674,13276,9951,6970,6826,5249,19791,2194,18952,5804,37452,5546,6984,480,1972,4792,575,485,24325,14810,1119,4520,8094,340,336,18496,170,1706,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,2015
119,57912,15425,45739,9268,458,1081,18,2194,1965,8214,3825,10291,2761,13680,2262,24197,4326,19486,8888,4512,3393,1048,4139,160,819,16631,12094,3315,4133,7465,604,459,9460,232,591,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,2017
120,54141,12444,66168,13972,48,370,140,1373,4183,6812,8633,10888,1571,11801,1188,20745,5328,33690,4766,7246,546,6880,1570,454,660,6509,15364,3001,2721,6326,678,271,19156,307,2866,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,2014
121,32496,18126,59114,24715,484,1899,147,4771,3920,9703,6475,4629,5541,23800,3015,32959,7701,31362,5804,6747,2110,1683,5359,742,342,24590,23670,2159,2681,3989,921,153,19260,816,2798,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,2014
122,36135,15570,65494,24489,314,2020,108,2120,14260,17108,4108,12941,4845,8292,2681,16904,4529,10473,7338,5196,660,6758,332,285,646,3799,26775,3445,3496,6414,665,71,21302,216,2893,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,2018
123,20857,18020,64666,26533,390,2434,11,3256,5919,5892,7851,8324,4538,22177,4349,32170,4909,11254,6372,3497,4238,5899,4552,118,292,18088,18217,4744,4158,2764,896,190,9090,293,2169,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,2018
124,32683,16975,30229,20946,5,2272,112,3850,4964,13327,2386,7362,2672,8025,3844,9796,7185,36183,8035,3610,4482,5629,3110,653,933,24769,28285,1663,2917,2072,191,444,20677,502,1755,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,2015
125,25898,13089,55599,28792,74,2105,60,1976,11673,7593,6701,8816,3832,21574,2363,25372,6500,32509,7467,6338,309,3902,3327,323,631,8266,19617,3663,2242,1862,907,80,15691,436,779,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,2016
126,30992,15828,67874,32655,574,1051,54,3773,4104,10387,7228,11325,4069,18783,1672,9090,6772,39052,5372,8113,2927,3047,2074,466,454,11463,22064,653,1252,2127,713,461,15876,718,3060,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,2014
127,27066,16943,28387,19783,579,1022,31,1292,6150,11785,2884,12856,1557,16220,1382,21887,3028,18813,7848,2557,907,4910,847,614,281,9082,19773,293,1823,8234,857,133,14759,161,1554,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2015
128,14124,7839,55167,6922,308,1556,97,2902,9436,4724,9348,8929,6173,19610,2290,33810,3382,29808,7086,7851,4532,4040,2827,459,263,12256,21195,2546,2603,559,301,197,10703,603,2879,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,2018
129,47144,10215,62500,34589,673,964,78,303,1549,11490,7391,11057,3704,16895,2625,10369,4874,28070,7864,4469,533,1031,4032,287,871,20932,29850,3268,1496,7712,257,495,9477,732,2325,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,2015
130,26769,10081,44736,13345,377,2073,176,2717,3529,16815,4552,6055,2034,15827,2921,10318,3824,36695,4142,3292,2490,6311,4124,782,632,14216,30808,3281,4003,2680,393,300,13686,779,835,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,2014
131,56371,11441,47315,28823,654,862,154,2064,5381,6592,8238,8793,4940,23117,3833,32454,5336,23766,6257,2438,3415,938,4145,217,535,26059,18802,3538,3936,7422,724,300,6918,360,1019,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,2016
132,21972,10071,19585,26512,596,1293,45,105,6865,16186,8769,7563,6300,18987,3724,29754,5536,36276,8514,2687,453,5779,3965,453,800,18862,30904,884,3101,6335,640,117,5274,245,610,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,2016
133,24280,7494,31749,17860,560,496,177,1773,6545,15740,6081,5940,5929,8187,3487,31379,6905,21901,6351,7344,2274,3217,2161,792,907,9009,9893,4117,4656,5514,130,70,16865,700,2214,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2015
134,40202,14108,46857,23838,51,1375,133,134,7827,13466,2833,5140,3691,20494,2501,30338,2519,22406,6399,2756,3396,6629,2741,699,217,7392,10324,1209,2040,6625,842,423,12749,825,3785,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2018
135,45682,6593,45414,13635,7,1204,48,1556,7127,7557,6566,12221,1581,9588,2651,18401,5824,33485,3755,5476,3040,3268,3412,243,238,26743,8725,4220,4217,261,968,323,8688,773,1725,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,2017
136,34893,9771,43609,22667,258,1425,122,1833,9233,11790,3014,10915,6178,20021,4028,32766,3870,13186,8445,3633,673,7874,1079,179,614,20288,13173,891,1401,6184,602,243,5016,172,1779,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2018
137,21758,10184,63557,21866,458,2191,8,94,13639,13052,2795,6395,4678,13136,3583,30292,2981,31016,5315,3652,4026,6693,4329,562,428,4352,16497,2986,2798,5520,348,367,17186,244,1549,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2014
138,38803,10324,35152,33791,651,713,44,667,13912,4983,6794,4022,2366,22965,3636,31053,3675,15239,8247,4689,3096,4972,4186,193,54,10384,16813,103,2684,6398,270,184,18618,373,3010,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,2016
139,49583,9745,21843,29649,542,1035,69,1582,2589,4190,3902,9836,6011,8855,1200,18563,2528,17050,8381,2767,1760,55,4403,123,460,18312,26228,2077,3231,4430,182,229,18557,668,3203,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,2018
140,56030,16530,52216,17318,385,2156,68,2263,12988,5905,8591,7089,4006,21747,2982,30328,5510,39858,5394,3656,3876,4327,5293,254,780,18869,28354,3689,1899,4863,164,290,5682,755,2821,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,2016
141,45794,17840,57022,17881,575,1296,165,4126,1917,5316,6541,6177,2851,15826,1978,10950,6613,34896,4441,6750,1046,5991,5162,590,886,25690,17581,2363,1798,5924,839,438,21483,496,2555,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,2017
